Height,Weight,
62.62808294,121.724753,
61.66856602,111.6196124,
63.4440555,126.5076312,
62.06942481,121.9612849,
68.00680397,161.1647092,
66.53495889,163.5615007,
62.5498458,118.903204,
65.18223886,133.5140097,
65.22690075,123.1733821,
63.95483038,121.8886371,
63.82603844,149.369119,
64.09121223,130.9722097,
59.6456491,116.551867,
64.29921744,140.1068064,
66.15762817,143.7091839,
59.08869463,129.2726075,
63.96153518,140.7621884,
62.40706413,120.3033498,
65.46078494,141.8851297,
64.98197829,157.8291518,
61.81765527,121.6150002,
63.82601773,153.8461075,
64.27077207,134.1388161,
57.96193618,112.2269836,
58.59722547,104.7974634,
62.43086682,127.7652495,
61.2184549,119.2754268,
61.70639378,110.9233443,
67.40787625,159.7282136,
63.0419971,122.0872455,
63.91771943,135.6972842,
66.25955804,138.8399399,
60.96731744,113.79525,
62.3828476,125.347102,
65.75280953,160.2900485,
66.25260405,150.0964548,
65.95375622,163.5971219,
62.02837306,103.2750293,
61.52060853,127.3906609,
65.14361589,141.5753003,
65.27433111,136.5085062,
57.44256697,104.4866362,
64.56610758,129.7754571,
57.31390274,95.1390468,
61.83922985,110.4141611,
63.61781518,122.5903559,
64.48516473,150.4028987,
66.11415561,158.9539335,
61.66852287,112.9355906,
63.30959493,144.0175193,
60.845512,135.9564499,
60.44739666,117.653785,
58.8616251,90.72856088,
66.56377205,156.832191,
66.34567466,158.2851317,
62.69642852,134.3959787,
63.11386926,124.8185301,
61.74305495,111.9640925,
61.62998659,111.1724659,
61.52602233,124.8824341,
64.23446984,130.2196381,
61.7595465,131.0222304,
64.83019327,148.9843128,
66.75907054,150.8813297,
67.19076332,176.4329016,
62.95527375,150.5825209,
64.27624274,123.2988015,
60.77915797,110.8800454,
60.62849862,130.9998242,
59.02808724,111.833549,
63.30601816,134.3237693,
61.61994587,113.1701561,
61.19722319,115.9063959,
63.21875893,140.407858,
61.97993469,119.9108456,
56.78543437,83.99307747,
62.80619937,116.7333151,
58.75125363,97.7224906,
61.23624749,111.5027074,
63.31981767,119.3159883,
66.90945227,151.6128907,
68.27672544,177.0852419,
58.64865968,100.2342507,
64.06287248,142.8694695,
64.49323626,141.7356758,
64.31878981,136.1131124,
66.53752819,162.0245078,
62.67409439,147.5178987,
64.31632835,135.1542207,
58.06155297,113.0607203,
58.9265027,105.3299015,
66.25529843,148.832458,
65.66564956,131.339756,
61.34958144,120.500037,
64.58685574,147.1793845,
65.46554701,150.4691607,
63.01407212,129.18901,
64.85254998,140.2286027,
63.1819005,144.6849933,
62.02735749,131.3586621,
64.77087208,139.0345752,
61.45650433,119.5484975,
65.2713831,145.2450829,
64.39271121,133.3183569,
62.59891336,119.1461736,
63.85000818,149.7618856,
65.29686849,150.2536503,
65.12906585,147.7724804,
64.49042271,157.1169704,
62.45708954,124.4365264,
67.40316149,154.2590685,
70.39273783,184.6586105,
61.79188572,118.1663942,
65.33363739,149.7253941,
68.17489212,144.8179076,
64.46706524,143.6633823,
63.60048006,131.0408728,
65.06001174,144.7589644,
61.12472659,117.388949,
64.67687892,131.1821481,
65.67061729,158.0443331,
65.62991846,130.1343564,
62.81190786,129.8223834,
61.75269595,112.9099478,
63.4758722,127.1607048,
60.89451947,128.103419,
62.93492621,132.6165254,
64.96001513,154.7390312,
68.50493009,155.7206526,
68.48136864,180.9224541,
66.11007508,176.3527848,
61.10420513,133.1840998,
62.50136418,128.581092,
63.9867085,146.2658148,
65.50272429,150.3009502,
61.46870338,128.7429729,
63.30608624,128.7296883,
63.01236239,128.1488129,
66.66828573,145.3460937,
59.52878826,114.7521017,
58.98713894,100.743008,
63.96594219,130.6118695,
61.65992175,104.3424698,
65.87502066,146.9627167,
70.43546305,163.2180616,
62.64504174,117.4606364,
62.96592183,130.0245322,
63.92177623,135.6659904,
67.40852785,157.8533245,
64.07247319,153.4650394,
60.85962004,112.0907533,
62.51740907,128.6610478,
63.59937264,130.048575,
60.96991273,115.2281659,
63.18686489,132.9770674,
67.15119145,166.5201188,
60.80771209,117.1835316,
65.56472076,155.2560443,
68.58419476,165.8078729,
66.98698013,155.3302344,
59.30400667,124.6679399,
57.39774037,106.5875627,
63.30000561,121.948217,
63.93043498,134.4091595,
66.39487563,162.3033988,
65.37997421,142.8751415,
61.45864498,109.2083314,
62.07039642,119.2989868,
60.91177092,131.7108128,
67.04197172,139.993374,
58.44507284,90.40667477,
62.22450202,133.8752379,
60.71778284,120.569576,
63.56876019,154.1454119,
62.19169744,112.9354609,
59.77645519,120.7436378,
61.62734724,123.6372253,
62.42696121,127.616506,
60.24335877,131.6611102,
61.09968452,117.1967838,
63.80355837,146.0697891,
60.12149408,110.2773991,
62.15153903,117.6226431,
60.84550828,107.4460544,
60.81492666,110.1412146,
66.64069197,133.0069435,
63.9734479,149.4089927,
62.11035132,136.8708553,
64.62329203,134.6110153,
65.23591282,128.446415,
62.9747851,137.4745698,
64.72079374,143.8408398,
61.99110332,124.2630529,
63.03448673,125.4670161,
61.72207869,107.2247071,
66.23547229,149.4134676,
64.94853593,155.1331864,
68.0047072,142.2892548,
63.56499447,134.1113743,
65.90474446,126.2770399,
61.58267021,127.6865153,
60.85088181,108.9458371,
61.47093776,114.6742794,
63.23651754,132.1754949,
67.94539137,162.1639747,
64.36352039,155.5734994,
55.33649241,88.36658258,
61.58719643,117.4781494,
67.09858325,160.6933299,
66.47084598,161.374933,
65.04972037,128.0390861,
61.17798324,121.3270625,
65.94265808,157.0229869,
62.19602038,124.1572891,
66.93512914,154.9473051,
61.43239994,127.84452,
62.99606997,141.0720783,
62.73209196,126.3737849,
62.16490439,119.304213,
62.92547551,120.1924316,
62.4557193,138.3607652,
55.66820212,68.98253009,
60.96014679,124.8767957,
65.47109105,144.3791218,
60.89292556,134.7135552,
59.80509278,102.1472298,
64.44349555,151.5239473,
69.00783124,159.0868708,
66.65463638,156.7642919,
64.32831721,134.744705,
63.78503821,152.5591964,
66.55609731,154.3934174,
65.56744525,166.9598257,
67.80378945,162.509491,
68.31711986,150.5332006,
67.46060493,165.8669352,
61.45527924,101.8011046,
59.97372202,111.2242901,
62.78673268,107.6958535,
62.07120211,122.6337939,
57.88297788,110.7259721,
59.23919876,111.1812361,
60.84834324,114.9499973,
59.76340044,112.741362,
63.68469752,134.2638812,
62.63592683,119.7891601,
65.12522054,141.5972182,
57.86970441,93.53375287,
69.90946195,162.4654324,
62.86162792,135.5205356,
59.6319099,109.2816387,
64.3254058,156.8005036,
62.77453234,144.9062074,
63.64204534,118.1867179,
69.8258261,171.4863651,
60.16251035,94.23233057,
62.28511401,132.0914991,
64.32849119,135.8190938,
62.51823372,129.2795678,
62.89283084,131.1304466,
62.39615363,127.0327481,
60.12116748,113.4069667,
62.09109128,123.6979033,
64.25565424,142.5034552,
66.3513659,131.2779903,
64.74465538,125.7758123,
64.40449179,142.1613962,
69.32174539,157.161889,
61.8635413,127.0189662,
64.56048838,134.1981533,
66.82440769,165.9662314,
64.785806,147.1909351,
63.73111285,135.5985922,
66.32392245,153.2200429,
66.25724652,142.7152937,
61.70557579,126.7872994,
64.68759119,124.7284872,
69.79498703,182.4511682,
61.16192129,119.0401618,
63.37101299,139.2999346,
66.41886544,134.244935,
64.64261274,128.6062541,
63.2913018,126.4099912,
61.82450712,133.692684,
67.03246648,179.727325,
59.33510789,120.8198701,
61.2369878,114.1607464,
57.92315936,100.5400428,
63.40608492,129.3722124,
64.42841794,142.2058607,
65.23632185,143.9393476,
66.53500864,147.5019138,
65.74773144,145.5762484,
63.73173268,114.2697496,
61.57977657,117.9036349,
59.25272547,139.1408123,
61.45626213,117.0287168,
62.61186934,134.765899,
68.75963603,153.6897385,
64.59743454,144.3303201,
60.60301012,100.0015907,
64.65793999,134.4447848,
62.45381561,132.6973172,
62.40533613,116.6023065,
64.78555122,148.4311769,
65.08774425,148.2643047,
62.07752295,128.4930242,
66.46518404,160.0838642,
62.54787795,125.5980263,
65.97857729,141.1139305,
60.88968151,116.5674876,
62.75099671,120.5451529,
63.73556045,142.4912037,
63.19920307,125.4672539,
62.14866931,131.1141265,
63.97147267,150.3774047,
61.47211056,118.9181143,
64.94854695,141.6897454,
62.11217359,118.9793262,
63.91051577,140.7309516,
65.24107228,150.2299015,
64.31786393,114.0650083,
65.03760715,140.1901888,
57.31302352,93.8764374,
63.21573488,127.0051589,
66.89273656,161.0989821,
63.97392467,133.4595026,
60.54177962,118.3763761,
65.26311424,138.0749014,
63.45805372,133.5752576,
65.05338257,150.1064936,
63.22190719,140.2728344,
65.65295091,151.182098,
60.55212552,113.2323362,
60.58582038,112.599494,
66.67436003,132.0042801,
63.20656148,129.9541402,
68.30676314,166.781195,
63.58027647,135.7802137,
60.91802524,119.772634,
61.29236298,118.330547,
64.82909933,154.8565691,
63.26397712,139.0711443,
64.30821149,140.879463,
62.5871157,153.5743484,
67.31091935,160.3957899,
64.06257877,137.2545183,
64.24110901,142.5790144,
60.51154888,123.6937183,
64.55084076,133.3110571,
66.03699065,150.9945625,
61.69894111,117.0037074,
63.67197195,149.1559471,
62.9675197,124.8106951,
68.2692742,155.5871472,
63.39178727,144.0493874,
62.48803585,138.3938411,
65.31368481,136.880954,
65.41105299,146.9770778,
65.82002345,155.9419728,
66.33233514,147.725696,
65.58196303,143.5412422,
64.34091962,137.8410749,
64.62375871,148.9229346,
65.17625342,139.9963473,
61.83481717,141.039827,
64.40018827,140.0335021,
64.80221252,149.6319486,
66.70065171,173.532518,
63.92143124,142.8431034,
64.65394091,135.0738861,
66.22926003,169.1016868,
60.93643879,118.6185409,
62.41722658,130.7956994,
62.98525348,122.3220005,
60.55835474,121.4652052,
62.79295601,144.8753977,
67.30340544,165.0186298,
59.39027981,123.8304131,
63.67448244,134.6602322,
65.81900667,170.6271193,
62.62233713,106.5939857,
64.15157617,130.4345582,
70.15511799,164.0033702,
68.25931114,171.8560355,
59.96841857,115.4768128,
58.41716345,96.422171,
61.30744569,137.065085,
63.55106972,133.3786991,
65.42851048,128.0396957,
61.4944578,129.4209242,
62.13174991,132.8083526,
63.43559387,120.1846827,
66.97101417,166.3983871,
64.48289484,143.3398695,
64.17616336,129.6022028,
67.01341257,166.4366356,
62.68135251,144.1994757,
65.28205443,160.4857327,
66.13906036,151.5007547,
64.29800817,121.3394372,
62.63325962,137.9768958,
63.08417104,148.9551898,
63.23241937,131.9060709,
64.8180778,151.493587,
61.00854419,118.0380533,
64.74326601,141.4349975,
63.14416915,120.5550172,
63.14120887,138.6514777,
64.36619403,149.6601864,
63.21748789,135.6010057,
60.80777241,112.4363416,
60.43596416,118.0988666,
66.37704247,151.3091801,
67.62913313,163.1122725,
63.09170314,121.0088729,
67.53541474,175.0195639,
65.40103859,158.2248264,
58.99694399,113.734397,
66.56894023,149.0824803,
67.12988024,146.6042839,
61.99156105,129.3215304,
65.11106366,129.070359,
65.22079797,151.5697837,
61.60059709,136.6093456,
66.29540445,154.6967316,
62.61646066,114.9883919,
69.32992168,167.5828524,
63.23806609,115.985361,
65.013435,140.6008311,
60.67485615,128.6158085,
65.38669083,154.2393633,
63.10284972,153.5203574,
63.02422346,131.6392537,
64.49548969,142.495848,
63.66911294,141.9149307,
62.10975704,124.4839472,
67.06881366,152.456871,
64.55639843,146.4115417,
66.0049986,146.668808,
63.82605461,125.5560132,
67.61667293,171.1122028,
66.53849386,164.161857,
62.53765881,124.9202834,
69.05832923,174.7276545,
64.19815531,130.2961772,
65.06591432,154.4931333,
63.17674124,133.305963,
62.89248074,142.8956259,
61.50048653,126.0883382,
62.50921346,132.122066,
65.81759651,138.7105137,
62.69927767,126.6398712,
62.00450677,136.9753981,
64.15710047,130.6241997,
61.02522498,121.0552793,
62.74305466,135.3529145,
62.76372392,134.619078,
65.54881232,150.0696919,
63.1152675,127.508136,
63.73878465,136.2040241,
67.48169709,170.617082,
59.76215649,95.50033085,
64.02695976,138.8764064,
63.93238794,130.9368575,
68.26185551,173.3956924,
60.27626216,92.03794304,
63.23852471,109.1978498,
65.33972495,161.4316575,
62.06933365,132.6547011,
65.98761029,166.8441143,
63.60015169,142.6828251,
58.62120428,105.682556,
62.35161807,147.7766331,
62.06446478,135.5538868,
65.13299844,163.3907701,
63.78045054,125.9649671,
61.59570048,125.6904456,
63.14071992,134.7496608,
61.38769005,139.3253031,
62.40406121,132.85967,
63.09964647,127.8970776,
65.28709944,145.4692366,
67.83344971,180.2898314,
60.90110297,117.0692128,
62.01186034,122.7093844,
68.00608897,160.4988713,
64.41866417,159.9511096,
64.74200437,146.0469964,
61.17741725,119.0261998,
69.1288147,173.7434336,
59.76169612,106.181546,
63.88291186,133.2742694,
63.5988926,124.8295501,
66.50028416,164.2123781,
64.39724057,148.3690545,
67.55589851,154.4369772,
63.48763708,152.9392832,
62.19892747,134.4167691,
65.32796901,139.0454357,
66.76615661,152.944405,
64.12314824,144.457759,
66.54853956,155.9403056,
63.79158206,137.413178,
66.18375813,146.0775596,
65.03453684,145.7060622,
58.39927328,114.9145238,
62.75526308,143.6790727,
61.01691365,122.5511313,
60.41061095,106.642294,
65.23813844,135.6482123,
66.21368062,142.9165337,
63.37462007,130.4033374,
65.88856559,136.8025601,
62.08863158,112.7481098,
63.92566293,146.8050577,
58.78175763,90.77470918,
65.60316823,152.7936436,
66.29052033,139.9393937,
65.42024381,142.7267859,
68.12701632,155.4310065,
67.39904896,161.3873559,
68.30162208,168.7869387,
68.82143178,188.6918621,
64.1643366,139.6447002,
66.58673591,143.9984154,
68.19779554,172.3812749,
67.91058659,164.3952617,
69.37973489,177.7000437,
64.55621193,146.3358968,
64.9976098,123.8684292,
60.7325592,129.9316495,
66.66709852,161.0345294,
65.4259315,142.451122,
65.05632512,148.8057397,
66.24516585,165.6165561,
65.32867756,133.6936749,
63.76141993,117.5519873,
66.61571158,148.7079522,
64.7054369,146.8487122,
60.68084562,113.6420604,
63.78490948,140.4107411,
60.85835314,117.6964919,
64.85997324,140.784838,
65.80002802,151.5569464,
62.63300531,127.5366647,
63.38666031,114.5045608,
62.57349183,120.5834448,
70.66430035,162.2815552,
62.72134956,119.4865172,
67.39192596,167.4882265,
59.55964771,110.9182256,
63.68803988,130.3365491,
63.74143126,140.4540485,
66.21731487,143.0425668,
61.51138323,135.0515804,
62.78104805,135.6287906,
61.94552329,110.6571421,
66.2048299,137.1648794,
63.7848706,134.2283713,
63.12804299,136.5928005,
63.88944361,144.3759678,
66.83723037,152.9198208,
66.05547263,150.9956725,
64.26465798,162.8041223,
61.48963366,119.3303412,
66.83024309,165.352733,
60.10786148,122.3637894,
65.17710023,134.6712491,
62.45879162,136.0989153,
61.36405241,115.1757529,
63.62357422,137.9046333,
60.77205438,103.2745436,
64.54224989,162.4134633,
65.5981805,145.0804043,
67.51703806,169.3088934,
61.83143986,144.9127593,
57.65488503,98.87672255,
66.16293085,158.1723552,
65.6923234,174.794469,
58.64288882,91.13630366,
66.21507326,175.0809937,
59.00174196,102.4786647,
67.96526601,147.3040443,
68.25823685,165.8457794,
64.13259552,150.5182954,
65.05626827,141.1601005,
60.21339537,109.6628132,
61.12011643,123.5811647,
69.11929182,168.8644028,
66.73988258,152.9366234,
61.71226676,129.7771305,
66.1685183,172.006998,
56.07869973,94.48837405,
67.95981356,175.3534503,
63.34998793,139.223151,
61.45028217,100.8179962,
68.50544232,176.9049212,
61.46809964,122.8684986,
68.4697154,172.5773581,
65.40302573,146.9503887,
56.1089021,80.53125938,
67.46436937,175.8372595,
63.9165972,145.6242906,
64.80668583,138.4852177,
61.224458,130.5390508,
63.57207387,139.1897546,
58.50382088,102.1244607,
68.16015909,158.0961834,
63.75602373,148.8783229,
66.39968698,148.6331536,
59.56761985,130.1192456,
64.06072083,137.7986914,
61.82295632,151.621748,
67.76350432,154.0417587,
59.55076633,132.9883887,
62.66758012,124.0339778,
65.94178819,142.8396459,
60.78688352,133.2355384,
67.38247488,158.8175024,
62.81405346,114.3339155,
63.36655529,128.0372353,
67.3571662,163.6671832,
62.5657304,128.8711963,
63.07117096,141.2149778,
62.23463299,118.8527054,
60.67945691,120.952343,
62.1406892,117.2872341,
60.50332654,117.673179,
62.18398234,131.6591192,
64.48937563,141.9261221,
65.26841197,148.2010805,
66.78882199,152.4106989,
59.89139662,108.625579,
66.2065977,169.0897596,
67.90225224,150.7244488,
59.08666849,101.0371536,
69.12915563,164.8190829,
66.8118904,139.7864756,
64.15040274,144.985146,
63.26327461,137.3649025,
62.61769,138.0824823,
64.72560185,157.9718802,
63.4405158,140.1434272,
63.40291648,118.2716877,
64.29586199,120.1158208,
60.26615477,106.1382659,
64.92362456,122.4857953,
66.51734475,143.074198,
64.32892277,140.1812677,
65.34104083,148.7213997,
62.24220844,133.3245811,
60.62639435,128.6173807,
64.46942285,135.1939719,
66.41458399,150.9576996,
68.97499091,167.2199405,
61.98422986,117.6404541,
62.16084929,118.5123108,
61.41058971,139.8998183,
64.74714798,124.5466856,
63.84405984,140.0082381,
66.25825803,160.5300525,
64.60458117,151.0309724,
64.40979454,136.2450585,
67.824715,153.2695716,
63.73284708,144.7776575,
69.27197824,168.1817415,
67.64353866,145.907968,
60.56848369,110.4907184,
60.03728766,117.6058738,
59.62660455,107.4717324,
68.33344751,175.1345351,
65.6879083,158.8407203,
68.1679857,164.961352,
67.51839902,151.7643136,
63.46261983,126.6898454,
63.74303984,126.2939623,
67.07366076,160.459759,
62.69468206,126.6927143,
67.23465395,153.4265061,
62.80323341,126.0105657,
62.11751221,137.2821781,
57.80732285,107.7050259,
63.41385406,121.2008492,
62.38553415,137.5336705,
62.0501442,127.0510315,
63.77807936,149.8949514,
68.71741965,166.7999758,
65.07796828,148.7331537,
61.56060912,116.6267983,
61.71892388,121.6065086,
64.52160984,147.0250106,
60.7710585,109.8373857,
65.25472985,140.5053866,
63.2546663,135.8656636,
65.0422212,142.9042541,
63.7838704,139.3405373,
62.92004949,131.5736751,
63.27171853,149.1227265,
64.42433829,136.9769518,
65.15507988,137.8061657,
64.24281547,138.4064964,
61.89365652,117.6461029,
62.75595876,122.5153196,
67.71123154,145.4084463,
66.29391975,168.14351,
58.57757583,109.0516293,
61.65177189,129.0282414,
58.47098364,103.0459528,
64.95634475,144.7590894,
57.9470911,91.46899763,
68.11141864,154.7858828,
60.14386882,107.1660506,
65.64262176,155.9110233,
63.82272487,138.8957124,
67.54666331,150.8878695,
67.45028339,168.5170671,
64.96414662,125.8200715,
62.14929576,131.1149727,
64.60135853,168.9078937,
65.11421536,142.9719144,
64.31050918,158.7451293,
62.65934396,124.2572112,
63.96322684,110.5810019,
64.93464296,129.2193545,
66.69035287,157.7938252,
68.02228235,162.6525282,
62.9027288,137.0417948,
63.66579779,122.1482527,
58.37681219,96.57921203,
62.2438493,113.2906375,
67.27724957,155.6426032,
61.92369767,134.6821266,
61.64664118,134.4757731,
63.13233936,130.5147365,
65.67830604,146.5133767,
61.82727815,129.6853101,
61.66643509,120.6061593,
65.69812788,145.6251842,
59.2644117,117.535232,
64.52062705,133.2942383,
63.90564697,169.0791294,
60.61438596,130.3700115,
65.93942566,157.1603635,
59.27965397,86.89071184,
66.80249134,152.0677667,
63.79052863,122.1211978,
65.68203323,137.067229,
67.41306357,146.0900406,
64.76544982,150.5606753,
66.32396557,148.938464,
63.69530743,120.9655763,
61.75031047,141.2854995,
62.34460773,128.7323902,
66.38743529,124.277552,
61.59547432,140.3768012,
67.94173691,142.9619779,
64.71546467,146.1894933,
64.50565391,143.0434578,
62.78886779,130.0719252,
69.2467637,168.2180195,
60.94956167,114.791401,
65.7774434,167.6862317,
70.08392113,165.7713225,
64.39909116,141.7305126,
62.2671781,129.3516499,
65.34153085,164.0304165,
65.880014,131.7614428,
60.68038772,119.1956979,
64.38706146,133.1152129,
68.0593086,150.9796778,
63.98969206,141.4877525,
64.10201303,141.74505,
64.74900746,149.3314873,
63.15162935,119.1911945,
60.93869849,135.6015684,
61.69433713,122.7464946,
65.74771091,139.8383629,
68.6686722,168.5407575,
61.68554306,126.0073366,
64.37461739,135.6239482,
60.44378913,109.6883258,
65.60635039,156.0430873,
62.78427635,109.0296902,
61.10051608,114.9558142,
65.02031402,156.7356928,
57.48139209,87.49657111,
59.52719696,123.0446678,
62.19627449,120.0081987,
59.99806593,113.9449883,
62.01501358,121.2394362,
62.59053471,119.5415943,
68.6213425,161.3503565,
60.85431119,140.811514,
62.1458607,128.9679968,
59.18173123,106.7724885,
61.35111385,121.9663436,
68.60383564,179.1819241,
64.83144937,128.344592,
63.01325688,121.7875666,
59.83771201,127.9477482,
61.9627955,133.3747615,
61.24582794,102.9180335,
61.73903741,127.160584,
62.61886316,118.7161681,
65.48082052,144.6430317,
62.21184244,114.8507623,
59.99852911,96.8564881,
65.53155383,158.5988277,
64.24667196,145.0280152,
64.0906871,140.5301672,
62.50449688,142.6396419,
62.64351709,142.8873793,
66.64463472,145.5401897,
68.12290083,163.3446317,
62.00807715,136.9972204,
65.59356299,150.9350543,
63.57792735,140.7609389,
65.563359,141.2917843,
56.75760363,88.88485318,
58.04838794,92.32582991,
68.59066677,171.175342,
63.70113971,152.9049628,
63.17884675,139.0521024,
67.63212777,164.8676052,
66.5400155,159.992035,
62.23130644,136.6812383,
60.57863068,97.97755401,
63.3503419,136.1819166,
67.04924432,160.7380964,
67.51869267,170.3308892,
65.65170738,159.4901643,
62.62385249,142.9468274,
63.50045353,137.1987003,
65.87103803,156.4323785,
64.84723373,144.9068857,
60.25749331,110.1011398,
70.9321942,175.9544006,
59.66434062,107.3222459,
62.19590817,137.284027,
66.30910094,147.5865,
65.67901099,148.2921528,
58.85839773,98.54936416,
63.69029962,132.9711104,
63.16673849,130.7409331,
60.5977271,106.969692,
62.82508056,111.6150899,
62.71365237,119.7897827,
62.20503763,122.9178819,
63.85709803,125.4017196,
60.97800907,125.1043358,
66.70007476,135.8560078,
60.30344308,134.6948628,
62.55949471,129.4392311,
63.00806713,139.393373,
61.39920632,118.2432149,
64.01365361,121.8127222,
62.1000961,109.3490317,
65.25368855,149.5311184,
68.04014331,161.8818408,
65.60557537,136.1437489,
65.17483088,139.9899341,
63.71596998,144.2567905,
64.96709452,134.7249661,
62.58646378,132.7322547,
66.07387009,162.9499448,
60.66682247,121.5981684,
64.84664419,149.6683685,
62.32119688,132.1185901,
63.52497621,147.0268505,
61.08637767,127.1665764,
64.17107603,127.2123134,
66.26152705,153.7610221,
57.20794645,99.49482376,
63.32285136,130.8751159,
58.98057425,105.9717599,
64.39369345,152.2234019,
66.3603886,152.7570847,
64.53704804,130.6702599,
66.59513683,154.3179978,
64.76122573,151.9422647,
59.76540236,133.4794844,
63.34941636,156.005408,
63.91972256,146.8326401,
65.26855729,161.4777443,
66.39159571,148.0556401,
64.85319827,135.013854,
66.89562967,151.5312834,
65.89726968,150.4788514,
63.74925332,133.5115409,
62.49568087,137.5368148,
66.05957019,141.3011082,
62.37258696,135.7223056,
63.44221178,134.8019736,
64.52899794,131.1207907,
64.24834298,139.2523386,
63.45611879,124.0316881,
64.74579099,147.318866,
63.90216151,150.1875985,
61.07244351,111.765897,
63.18086385,117.0102569,
64.21824828,137.6063446,
61.49888657,102.6969745,
63.97683336,142.3728799,
61.25757265,131.4692816,
65.65612605,136.8819796,
64.12416537,135.0033475,
67.72908192,147.5058713,
56.63041198,89.48048027,
58.2136141,98.86925293,
60.04077935,125.681644,
59.49740602,125.601269,
65.55625722,133.3521644,
63.06841835,131.1570669,
62.86463327,120.2471476,
65.47690259,138.1243692,
67.32040665,149.0788272,
60.40689306,122.2233387,
62.79049539,145.9920454,
64.48249467,140.0108252,
63.79484016,124.6556389,
63.37414261,138.0248037,
62.79478141,123.5178064,
62.89483969,129.943212,
63.12513643,120.2741886,
61.3884204,130.7341803,
65.05814658,142.308517,
60.64710531,121.8802568,
63.88487552,126.9388714,
65.20735945,150.4985789,
67.96301617,162.4099885,
62.30249658,128.3871093,
66.77171597,126.3602341,
65.22313622,129.1360695,
64.814292,145.9059831,
61.30514652,122.5347437,
64.53286278,148.2067433,
62.02462285,116.9714575,
61.78145227,119.9561986,
64.23556163,141.4013452,
62.34179618,137.492143,
59.03030228,107.7012466,
65.25944197,149.599596,
63.68318099,127.5975152,
66.89411123,140.3460606,
59.16960398,112.0439445,
59.13908731,113.4687304,
